,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges,RiskScore,Engagement
364,57,0,41,7,3,25,3,3,130,18,1,43.33,28,0.16666666666666666
365,56,0,30,24,7,10,2,1,862,7,0,862.0,17,0.7741935483870968
366,62,0,47,8,10,7,1,12,107,9,0,8.92,17,0.16666666666666666
367,29,1,1,1,2,1,3,3,431,8,0,143.67,3,0.5
368,50,0,41,11,7,10,2,1,503,24,0,503.0,17,0.2619047619047619
369,54,0,30,6,1,24,2,1,721,16,1,721.0,25,0.1935483870967742
370,55,0,39,30,6,1,1,12,795,2,0,66.25,7,0.75
371,30,0,37,28,5,17,3,12,124,19,1,10.33,22,0.7368421052631579
372,53,0,45,25,1,11,2,1,420,18,0,420.0,12,0.5434782608695652
373,62,1,14,5,0,8,2,3,197,5,0,65.67,8,0.3333333333333333
374,57,0,35,15,1,17,3,3,632,19,0,210.67,18,0.4166666666666667
375,25,0,46,30,7,22,3,3,982,18,1,327.33,29,0.6382978723404256
376,34,1,17,23,9,28,2,3,421,16,0,140.33,37,1.2777777777777777
377,59,0,1,11,5,23,1,3,687,9,0,229.0,28,5.5
378,35,1,2,25,3,23,1,1,899,29,0,899.0,26,8.333333333333334
379,24,1,13,8,5,1,3,3,686,15,0,228.67,6,0.5714285714285714
380,21,0,45,5,2,10,1,12,288,11,0,24.0,12,0.10869565217391304
381,50,0,40,7,2,23,1,12,928,27,0,77.33,25,0.17073170731707318
382,53,1,10,17,4,25,3,12,321,12,0,26.75,29,1.5454545454545454
383,27,1,39,18,1,11,1,12,651,27,0,54.25,12,0.45
384,23,1,20,14,3,22,3,12,924,20,0,77.0,25,0.6666666666666666
385,41,0,41,15,10,27,3,3,814,19,1,271.33,37,0.35714285714285715
386,54,1,41,21,2,17,2,1,420,21,0,420.0,19,0.5
387,57,0,55,12,4,26,1,1,265,8,1,265.0,30,0.21428571428571427
388,46,1,37,21,9,6,1,1,425,21,0,425.0,15,0.5526315789473685
389,52,0,33,27,0,1,2,1,808,10,0,808.0,1,0.7941176470588235
390,24,1,32,28,5,9,3,1,218,2,0,218.0,14,0.8484848484848485
391,45,1,3,6,1,17,2,12,418,10,0,34.83,18,1.5
392,47,0,12,18,1,13,3,12,872,24,0,72.67,14,1.3846153846153846
393,24,0,14,11,9,6,1,3,693,27,0,231.0,15,0.7333333333333333
394,65,1,45,2,3,16,2,12,738,1,0,61.5,19,0.043478260869565216
395,32,1,52,5,10,7,3,12,839,10,0,69.92,17,0.09433962264150944
396,39,0,36,30,7,5,2,3,149,4,0,49.67,12,0.8108108108108109
397,36,0,28,24,2,24,3,3,136,1,1,45.33,26,0.8275862068965517
398,57,1,57,7,5,26,3,12,699,26,1,58.25,31,0.1206896551724138
399,26,1,19,17,7,23,3,3,870,2,0,290.0,30,0.85
400,54,1,38,24,3,13,1,12,619,5,0,51.58,16,0.6153846153846154
401,54,0,46,6,2,15,1,1,959,4,0,959.0,17,0.1276595744680851
402,60,0,12,5,1,17,1,12,826,7,0,68.83,18,0.38461538461538464
403,45,0,16,3,0,8,1,1,763,24,0,763.0,8,0.17647058823529413
404,21,1,1,30,4,4,3,12,642,21,0,53.5,8,15.0
405,65,1,27,17,3,23,3,12,328,23,0,27.33,26,0.6071428571428571
406,21,0,41,24,5,10,1,12,524,13,0,43.67,15,0.5714285714285714
407,63,0,60,30,0,7,3,12,494,19,0,41.17,7,0.4918032786885246
408,40,0,49,5,6,21,2,1,292,14,1,292.0,27,0.1
409,31,0,9,11,4,19,3,12,999,2,0,83.25,23,1.1
410,44,1,45,26,3,1,2,12,927,9,0,77.25,4,0.5652173913043478
411,33,0,51,1,5,9,2,3,415,3,0,138.33,14,0.019230769230769232
412,52,0,56,10,4,5,2,3,444,9,0,148.0,9,0.17543859649122806
413,25,0,25,30,6,3,3,12,425,29,0,35.42,9,1.1538461538461537
414,33,0,16,4,5,21,3,12,233,21,1,19.42,26,0.23529411764705882
415,18,1,21,10,7,20,1,1,968,18,0,968.0,27,0.45454545454545453
416,63,0,11,8,1,20,2,12,534,27,0,44.5,21,0.6666666666666666
417,34,1,58,29,0,13,3,3,238,29,0,79.33,13,0.4915254237288136
418,31,1,34,1,9,24,3,12,190,16,1,15.83,33,0.02857142857142857
419,28,0,43,23,0,9,2,12,421,13,0,35.08,9,0.5227272727272727
420,44,1,29,27,6,2,2,1,653,8,0,653.0,8,0.9
421,30,0,30,4,3,8,1,3,536,27,0,178.67,11,0.12903225806451613
422,43,1,31,3,2,20,1,12,406,13,0,33.83,22,0.09375
423,36,1,24,22,5,25,2,12,665,20,1,55.42,30,0.88
424,18,1,8,3,7,20,3,3,412,26,0,137.33,27,0.3333333333333333
425,46,0,43,3,6,19,1,1,165,23,1,165.0,25,0.06818181818181818
426,54,1,18,4,1,22,1,1,272,29,0,272.0,23,0.21052631578947367
427,42,0,52,5,6,30,2,3,271,29,1,90.33,36,0.09433962264150944
428,39,0,12,28,0,1,2,1,233,27,0,233.0,1,2.1538461538461537
429,36,0,36,24,2,13,2,3,535,1,0,178.33,15,0.6486486486486487
430,19,0,58,15,9,17,1,1,317,2,1,317.0,26,0.2542372881355932
431,50,1,36,28,7,0,3,12,775,11,0,64.58,7,0.7567567567567568
432,58,0,9,19,4,26,1,12,805,21,0,67.08,30,1.9
433,43,0,29,24,6,4,3,3,675,21,0,225.0,10,0.8
434,29,0,33,2,7,13,3,3,190,9,0,63.33,20,0.058823529411764705
435,20,1,58,2,5,2,1,3,524,4,0,174.67,7,0.03389830508474576
436,57,0,34,1,5,20,3,1,790,10,1,790.0,25,0.02857142857142857
437,25,1,47,28,0,22,3,1,548,1,0,548.0,22,0.5833333333333334
438,63,1,23,13,3,19,3,1,966,19,0,966.0,22,0.5416666666666666
439,42,1,25,6,4,6,1,1,590,2,0,590.0,10,0.23076923076923078
440,47,1,1,21,10,21,1,3,271,21,0,90.33,31,10.5
441,50,1,7,15,10,6,1,3,921,14,0,307.0,16,1.875
442,23,1,7,27,8,18,2,12,776,16,0,64.67,26,3.375
443,37,1,9,10,7,28,1,12,383,5,0,31.92,35,1.0
444,18,0,1,21,8,17,2,12,360,28,0,30.0,25,10.5
445,64,1,45,26,2,20,3,3,676,11,0,225.33,22,0.5652173913043478
446,20,0,6,21,8,26,3,12,948,3,0,79.0,34,3.0
447,22,1,33,5,1,0,3,3,982,13,0,327.33,1,0.14705882352941177
448,59,0,44,6,10,26,2,1,291,15,1,291.0,36,0.13333333333333333
449,27,0,21,4,10,21,2,12,900,4,0,75.0,31,0.18181818181818182
450,24,0,27,15,2,6,2,3,907,9,0,302.33,8,0.5357142857142857
451,29,1,49,25,10,24,3,1,865,23,1,865.0,34,0.5
452,53,1,30,24,4,24,3,3,346,29,0,115.33,28,0.7741935483870968
453,38,1,31,9,3,5,2,1,158,10,0,158.0,8,0.28125
454,44,0,1,25,6,2,3,1,474,2,0,474.0,8,12.5
455,51,0,2,24,4,28,2,3,846,28,0,282.0,32,8.0
456,30,1,53,7,9,20,2,12,307,8,1,25.58,29,0.12962962962962962
457,22,1,52,9,5,8,3,12,788,19,0,65.67,13,0.16981132075471697
458,33,0,55,15,8,30,1,12,611,16,1,50.92,38,0.26785714285714285
459,24,0,1,16,10,11,1,1,583,20,0,583.0,21,8.0
460,46,1,30,29,5,10,3,12,447,30,0,37.25,15,0.9354838709677419
461,55,1,1,9,9,17,3,12,337,30,0,28.08,26,4.5
462,30,1,58,5,7,22,3,3,848,6,1,282.67,29,0.0847457627118644
463,30,1,35,25,1,26,1,1,228,15,0,228.0,27,0.6944444444444444
464,45,1,13,29,3,18,3,3,642,18,0,214.0,21,2.0714285714285716
465,22,0,49,23,0,19,2,12,168,14,0,14.0,19,0.46
466,58,0,38,6,9,29,2,12,284,29,1,23.67,38,0.15384615384615385
467,22,1,56,3,2,29,1,3,792,12,0,264.0,31,0.05263157894736842
468,59,1,3,7,6,22,2,3,466,6,0,155.33,28,1.75
469,56,0,21,6,2,12,1,3,823,8,0,274.33,14,0.2727272727272727
470,36,1,30,19,9,11,1,12,121,3,0,10.08,20,0.6129032258064516
471,35,1,30,30,7,1,2,3,350,8,0,116.67,8,0.967741935483871
472,61,1,49,8,4,10,1,12,880,14,0,73.33,14,0.16
473,48,0,19,27,6,12,3,1,992,12,0,992.0,18,1.35
474,23,1,32,1,6,27,2,3,336,25,1,112.0,33,0.030303030303030304
475,47,1,40,8,9,8,2,1,562,17,0,562.0,17,0.1951219512195122
476,61,1,53,30,0,0,1,12,521,1,0,43.42,0,0.5555555555555556
477,61,0,60,24,1,25,2,3,681,27,0,227.0,26,0.39344262295081966
478,26,0,59,8,4,26,1,1,409,20,1,409.0,30,0.13333333333333333
479,25,0,15,30,1,4,3,1,690,20,0,690.0,5,1.875
480,22,0,49,7,8,8,2,12,751,5,0,62.58,16,0.14
481,30,0,24,8,6,0,1,1,191,17,0,191.0,6,0.32
482,51,0,11,8,7,3,1,1,649,20,0,649.0,10,0.6666666666666666
483,42,0,20,6,2,16,2,1,445,29,0,445.0,18,0.2857142857142857
484,25,1,25,30,0,23,3,12,641,4,0,53.42,23,1.1538461538461537
485,25,0,24,17,6,22,2,12,489,12,1,40.75,28,0.68
486,22,0,36,30,4,7,1,12,362,2,0,30.17,11,0.8108108108108109
487,46,1,11,19,2,7,2,3,612,8,0,204.0,9,1.5833333333333333
488,24,1,19,18,4,30,1,12,814,20,0,67.83,34,0.9
489,43,0,48,6,3,15,3,3,183,17,0,61.0,18,0.12244897959183673
490,46,1,52,22,3,16,3,1,494,17,0,494.0,19,0.41509433962264153
491,39,0,44,30,2,30,2,12,844,23,0,70.33,32,0.6666666666666666
492,35,1,22,4,2,25,1,3,735,15,0,245.0,27,0.17391304347826086
493,61,1,16,25,8,19,2,3,804,19,0,268.0,27,1.4705882352941178
494,51,1,38,26,1,18,3,1,318,5,0,318.0,19,0.6666666666666666
495,28,1,60,16,9,7,1,1,494,5,0,494.0,16,0.26229508196721313
496,26,0,44,15,1,24,2,3,109,5,1,36.33,25,0.3333333333333333
497,64,1,37,3,1,14,2,12,457,15,0,38.08,15,0.07894736842105263
498,30,0,24,15,0,2,3,3,755,15,0,251.67,2,0.6
499,36,0,34,24,8,30,2,3,948,30,1,316.0,38,0.6857142857142857
500,32,1,43,8,2,14,2,12,323,7,0,26.92,16,0.18181818181818182
501,45,1,7,30,7,25,1,12,978,29,0,81.5,32,3.75
502,18,0,21,2,7,3,3,12,312,8,0,26.0,10,0.09090909090909091
503,34,0,27,20,0,17,1,12,399,4,0,33.25,17,0.7142857142857143
504,23,1,24,6,1,28,1,1,388,15,0,388.0,29,0.24
505,61,0,8,18,0,5,2,3,447,19,0,149.0,5,2.0
506,47,0,39,15,6,9,3,1,912,12,0,912.0,15,0.375
507,31,0,33,30,8,14,2,3,543,27,0,181.0,22,0.8823529411764706
508,25,1,7,11,8,29,2,1,441,10,0,441.0,37,1.375
509,24,0,25,23,9,11,3,12,314,21,0,26.17,20,0.8846153846153846
510,59,1,26,28,0,27,2,1,523,29,0,523.0,27,1.037037037037037
511,50,0,32,9,1,29,1,3,752,14,0,250.67,30,0.2727272727272727
512,59,0,45,14,7,16,3,1,440,7,1,440.0,23,0.30434782608695654
513,55,1,52,11,0,11,2,12,478,11,0,39.83,11,0.20754716981132076
514,56,0,23,18,2,14,1,12,625,6,0,52.08,16,0.75
515,61,0,24,15,3,13,3,1,770,11,0,770.0,16,0.6
516,39,0,48,1,8,16,3,3,317,12,1,105.67,24,0.02040816326530612
517,64,0,15,13,6,6,1,3,493,25,0,164.33,12,0.8125
518,35,0,52,2,4,20,3,3,851,9,0,283.67,24,0.03773584905660377
519,27,1,54,11,3,27,1,12,389,27,0,32.42,30,0.2
520,46,0,29,2,8,21,1,12,344,17,1,28.67,29,0.06666666666666667
521,54,1,9,1,4,2,2,12,590,26,1,49.17,6,0.1
522,37,1,15,11,6,14,3,1,152,14,0,152.0,20,0.6875
523,27,0,56,8,0,23,1,1,833,11,1,833.0,23,0.14035087719298245
524,37,0,13,13,8,12,2,3,439,18,0,146.33,20,0.9285714285714286
525,27,1,15,24,5,10,2,12,831,13,0,69.25,15,1.5
526,47,1,53,8,0,21,2,3,745,9,0,248.33,21,0.14814814814814814
527,63,0,10,24,1,4,2,1,919,15,0,919.0,5,2.1818181818181817
528,63,0,20,15,9,13,3,1,704,3,0,704.0,22,0.7142857142857143
529,30,1,11,1,5,6,2,12,373,23,1,31.08,11,0.08333333333333333
530,53,1,52,10,0,0,1,12,974,8,0,81.17,0,0.18867924528301888
531,30,0,59,3,7,0,3,3,956,27,0,318.67,7,0.05
532,25,0,32,15,5,10,3,12,849,27,0,70.75,15,0.45454545454545453
533,18,1,13,4,6,30,3,12,857,22,0,71.42,36,0.2857142857142857
534,36,1,57,21,0,27,2,3,648,19,0,216.0,27,0.3620689655172414
535,62,0,17,19,8,15,2,1,182,19,0,182.0,23,1.0555555555555556
536,64,0,4,15,7,13,3,3,344,23,0,114.67,20,3.0
537,62,1,50,15,0,22,3,1,913,9,0,913.0,22,0.29411764705882354
538,22,0,22,22,9,5,2,1,534,17,0,534.0,14,0.9565217391304348
539,38,0,12,29,8,3,2,3,619,10,0,206.33,11,2.230769230769231
540,59,0,46,8,7,12,2,3,891,6,0,297.0,19,0.1702127659574468
541,37,1,5,18,3,30,1,3,569,25,0,189.67,33,3.0
542,35,1,40,7,3,23,3,3,752,13,0,250.67,26,0.17073170731707318
543,28,1,5,8,0,28,3,1,880,3,0,880.0,28,1.3333333333333333
544,23,1,59,11,10,1,3,12,970,16,0,80.83,11,0.18333333333333332
545,38,1,11,10,1,27,2,1,155,8,0,155.0,28,0.8333333333333334
546,51,0,20,2,6,8,2,12,230,23,1,19.17,14,0.09523809523809523
547,46,1,60,11,8,11,2,3,805,26,0,268.33,19,0.18032786885245902
548,60,0,10,1,2,16,3,1,328,20,0,328.0,18,0.09090909090909091
549,60,0,49,23,3,7,2,12,166,12,0,13.83,10,0.46
550,48,1,5,29,6,1,3,1,976,22,0,976.0,7,4.833333333333333
551,36,1,26,15,2,25,3,3,654,30,0,218.0,27,0.5555555555555556
552,63,1,39,29,4,19,2,12,780,2,0,65.0,23,0.725
553,26,1,3,29,2,16,2,1,936,4,0,936.0,18,7.25
554,30,1,33,14,7,30,2,12,482,24,1,40.17,37,0.4117647058823529
555,18,0,3,30,5,28,2,12,647,12,0,53.92,33,7.5
556,24,1,43,2,1,7,3,12,186,11,1,15.5,8,0.045454545454545456
557,58,0,16,6,8,22,1,1,845,8,1,845.0,30,0.35294117647058826
558,38,0,60,29,3,5,3,12,523,4,0,43.58,8,0.47540983606557374
559,28,0,38,9,5,23,1,1,885,16,1,885.0,28,0.23076923076923078
560,27,0,55,11,6,24,2,12,993,18,1,82.75,30,0.19642857142857142
561,41,0,38,23,8,21,2,3,569,7,1,189.67,29,0.5897435897435898
562,58,1,14,21,8,11,2,1,334,13,0,334.0,19,1.4
563,25,1,44,4,9,25,2,1,293,1,1,293.0,34,0.08888888888888889
564,41,0,5,9,2,12,3,12,447,2,0,37.25,14,1.5
565,42,1,57,2,4,11,2,12,534,17,0,44.5,15,0.034482758620689655
566,61,0,3,16,10,15,2,3,158,7,0,52.67,25,4.0
567,59,0,12,13,3,14,1,12,701,27,0,58.42,17,1.0
568,52,1,6,8,4,28,2,12,536,8,0,44.67,32,1.1428571428571428
569,32,1,45,16,3,3,2,3,457,29,0,152.33,6,0.34782608695652173
570,22,0,12,12,10,6,3,3,801,9,0,267.0,16,0.9230769230769231
571,36,1,4,17,6,27,2,1,133,25,0,133.0,33,3.4
572,45,0,42,13,6,15,3,12,206,17,0,17.17,21,0.3023255813953488
573,22,0,53,9,10,4,3,3,636,8,0,212.0,14,0.16666666666666666
574,23,1,21,21,10,14,1,3,125,5,0,41.67,24,0.9545454545454546
575,30,0,18,26,0,7,1,12,471,20,0,39.25,7,1.368421052631579
576,35,0,44,3,2,30,2,1,748,20,1,748.0,32,0.06666666666666667
577,43,1,20,23,1,5,3,3,501,6,0,167.0,6,1.0952380952380953
578,49,1,20,2,4,7,1,1,104,8,0,104.0,11,0.09523809523809523
579,41,0,27,12,4,5,3,3,512,25,0,170.67,9,0.42857142857142855
580,54,0,22,8,1,23,3,1,554,28,1,554.0,24,0.34782608695652173
581,55,0,26,21,8,15,1,3,710,3,0,236.67,23,0.7777777777777778
582,56,0,59,22,10,5,3,12,722,23,0,60.17,15,0.36666666666666664
583,25,1,34,12,8,2,3,3,580,5,0,193.33,10,0.34285714285714286
584,53,0,58,3,8,18,1,3,634,11,1,211.33,26,0.05084745762711865
585,54,1,19,17,5,10,2,1,668,26,0,668.0,15,0.85
586,63,1,39,21,8,17,2,3,821,24,1,273.67,25,0.525
587,25,1,7,11,5,6,2,1,724,29,0,724.0,11,1.375
588,29,1,52,14,2,29,2,1,685,5,0,685.0,31,0.2641509433962264
589,31,1,8,2,0,3,3,1,990,30,0,990.0,3,0.2222222222222222
590,52,0,2,5,3,19,1,1,760,16,0,760.0,22,1.6666666666666667
591,55,1,33,24,10,19,3,12,282,29,1,23.5,29,0.7058823529411765
592,45,1,56,23,0,10,1,12,905,5,0,75.42,10,0.40350877192982454
593,18,1,13,7,2,24,3,3,476,10,0,158.67,26,0.5
594,61,1,8,5,0,12,3,12,192,10,0,16.0,12,0.5555555555555556
595,30,0,54,28,7,2,3,3,400,5,0,133.33,9,0.509090909090909
596,18,1,15,10,3,4,2,12,289,3,0,24.08,7,0.625
597,39,0,24,28,7,10,3,12,705,27,0,58.75,17,1.12
598,47,0,46,12,4,25,2,3,330,8,1,110.0,29,0.2553191489361702
599,60,0,49,12,10,6,2,3,784,6,0,261.33,16,0.24
600,26,1,2,23,5,19,3,1,553,1,0,553.0,24,7.666666666666667
601,25,1,12,26,10,6,3,3,507,15,0,169.0,16,2.0
602,24,1,22,20,3,13,2,1,113,11,0,113.0,16,0.8695652173913043
603,38,0,58,7,4,29,3,1,379,9,1,379.0,33,0.11864406779661017
604,32,1,52,5,3,8,1,3,415,20,0,138.33,11,0.09433962264150944
605,19,1,1,6,8,17,1,1,577,28,0,577.0,25,3.0
606,39,0,15,11,1,0,3,3,265,25,0,88.33,1,0.6875
607,45,1,51,25,9,30,2,12,267,15,1,22.25,39,0.4807692307692308
608,30,0,42,9,2,17,3,3,287,17,0,95.67,19,0.20930232558139536
609,53,0,15,21,5,24,1,3,495,8,1,165.0,29,1.3125
610,42,0,42,4,7,26,1,1,416,22,1,416.0,33,0.09302325581395349
611,61,0,7,26,3,20,1,12,854,10,0,71.17,23,3.25
612,43,1,33,26,6,23,3,12,196,5,1,16.33,29,0.7647058823529411
613,45,1,53,16,9,7,3,3,470,9,0,156.67,16,0.2962962962962963
614,20,0,42,11,9,3,3,3,618,16,0,206.0,12,0.2558139534883721
615,29,0,8,4,1,18,3,1,245,12,0,245.0,19,0.4444444444444444
616,44,1,20,24,10,10,1,3,377,26,0,125.67,20,1.1428571428571428
617,33,1,54,16,9,14,3,12,317,9,0,26.42,23,0.2909090909090909
618,34,1,35,11,7,3,1,1,970,16,0,970.0,10,0.3055555555555556
619,39,1,24,11,7,15,1,12,198,25,0,16.5,22,0.44
620,60,1,50,1,0,27,3,3,962,17,0,320.67,27,0.0196078431372549
621,33,1,17,18,0,13,1,12,371,5,0,30.92,13,1.0
622,36,0,32,24,9,15,3,1,586,4,0,586.0,24,0.7272727272727273
623,59,0,51,1,6,26,1,1,363,18,1,363.0,32,0.019230769230769232
624,57,0,59,28,7,0,1,1,475,19,0,475.0,7,0.4666666666666667
625,33,1,3,19,5,3,2,1,338,15,0,338.0,8,4.75
626,46,1,6,28,4,13,3,1,493,20,0,493.0,17,4.0
627,40,1,47,11,5,14,1,3,947,15,0,315.67,19,0.22916666666666666
628,56,1,11,12,5,21,3,3,287,22,0,95.67,26,1.0
629,24,1,44,12,9,28,3,12,935,9,1,77.92,37,0.26666666666666666
630,46,1,30,26,8,25,3,1,338,21,1,338.0,33,0.8387096774193549
631,20,0,56,29,6,13,1,3,131,11,0,43.67,19,0.5087719298245614
632,64,0,6,7,9,12,3,1,553,13,0,553.0,21,1.0
633,62,0,22,18,8,18,2,1,202,16,0,202.0,26,0.782608695652174
634,22,0,49,29,5,19,2,12,221,23,1,18.42,24,0.58
635,64,0,44,22,1,1,3,12,913,18,0,76.08,2,0.4888888888888889
636,57,1,30,3,8,3,1,1,652,16,1,652.0,11,0.0967741935483871
637,61,0,55,17,6,6,1,1,747,5,0,747.0,12,0.30357142857142855
638,22,1,51,14,8,23,2,12,559,30,1,46.58,31,0.2692307692307692
639,47,1,38,3,8,30,1,3,973,20,1,324.33,38,0.07692307692307693
640,31,0,6,6,2,0,3,1,188,13,0,188.0,2,0.8571428571428571
641,62,1,4,15,2,0,3,3,846,2,0,282.0,2,3.0
642,56,0,39,11,1,1,3,3,413,8,0,137.67,2,0.275
643,39,1,19,10,4,24,2,12,742,28,0,61.83,28,0.5
644,41,1,40,19,0,3,3,1,520,2,0,520.0,3,0.4634146341463415
645,55,1,44,3,9,25,3,12,431,7,1,35.92,34,0.06666666666666667
646,60,0,26,4,5,25,2,12,935,6,1,77.92,30,0.14814814814814814
647,53,1,4,9,8,1,2,1,903,6,0,903.0,9,1.8
648,50,1,27,25,5,17,1,3,181,21,1,60.33,22,0.8928571428571429
649,61,0,32,20,7,26,1,3,908,3,1,302.67,33,0.6060606060606061
650,32,0,52,20,2,28,2,3,859,3,0,286.33,30,0.37735849056603776
651,56,0,46,30,0,10,2,12,924,3,0,77.0,10,0.6382978723404256
652,42,1,40,12,0,1,2,3,858,26,0,286.0,1,0.2926829268292683
653,50,1,47,14,9,14,3,1,659,26,0,659.0,23,0.2916666666666667
654,58,1,41,8,9,4,2,12,955,19,0,79.58,13,0.19047619047619047
655,43,0,15,15,5,22,2,12,584,15,0,48.67,27,0.9375
656,51,0,35,9,10,19,1,1,686,24,1,686.0,29,0.25
657,36,1,55,30,6,11,3,1,591,13,0,591.0,17,0.5357142857142857
658,54,1,43,15,9,15,2,12,851,1,0,70.92,24,0.3409090909090909
659,18,0,5,30,1,15,2,12,934,21,0,77.83,16,5.0
660,22,0,28,8,2,8,3,12,174,14,0,14.5,10,0.27586206896551724
661,65,1,58,25,1,23,3,12,111,17,0,9.25,24,0.423728813559322
662,29,1,37,12,7,22,2,1,369,23,1,369.0,29,0.3157894736842105
663,29,0,23,17,0,12,1,3,601,28,0,200.33,12,0.7083333333333334
664,24,1,39,4,2,2,1,3,861,27,0,287.0,4,0.1
665,56,0,43,19,6,4,1,3,306,13,0,102.0,10,0.4318181818181818
666,19,0,10,5,3,20,3,3,536,4,0,178.67,23,0.45454545454545453
667,60,0,16,12,8,10,3,3,855,2,0,285.0,18,0.7058823529411765
668,24,0,47,13,2,28,3,1,833,13,1,833.0,30,0.2708333333333333
669,59,1,13,2,9,4,2,3,758,23,1,252.67,13,0.14285714285714285
670,33,1,28,6,6,19,2,1,340,15,1,340.0,25,0.20689655172413793
671,20,1,23,8,10,30,3,3,314,27,0,104.67,40,0.3333333333333333
672,34,1,5,9,8,21,3,3,247,26,0,82.33,29,1.5
673,34,0,60,24,4,9,2,3,726,16,0,242.0,13,0.39344262295081966
674,41,1,52,29,0,29,1,3,779,2,0,259.67,29,0.5471698113207547
675,32,1,19,6,10,10,3,12,231,13,0,19.25,20,0.3
676,21,1,12,8,1,9,3,3,756,4,0,252.0,10,0.6153846153846154
677,44,1,28,6,8,4,1,3,519,11,0,173.0,12,0.20689655172413793
678,50,0,13,24,9,2,2,3,132,29,0,44.0,11,1.7142857142857142
679,41,0,27,21,3,22,1,3,608,25,0,202.67,25,0.75
680,28,1,49,15,6,16,3,12,796,1,1,66.33,22,0.3
681,41,0,16,4,5,7,1,1,873,24,0,873.0,12,0.23529411764705882
682,42,1,53,2,9,3,3,3,218,9,0,72.67,12,0.037037037037037035
683,53,1,47,26,3,14,3,1,126,10,0,126.0,17,0.5416666666666666
684,37,1,39,4,2,20,2,1,311,23,0,311.0,22,0.1
685,49,0,39,2,3,1,3,12,997,20,0,83.08,4,0.05
686,63,0,37,27,5,30,3,1,882,2,1,882.0,35,0.7105263157894737
687,37,0,51,14,3,19,2,3,720,30,0,240.0,22,0.2692307692307692
688,20,0,18,28,5,4,1,12,589,17,0,49.08,9,1.4736842105263157
689,39,1,46,28,0,25,3,12,581,25,0,48.42,25,0.5957446808510638
690,43,0,17,15,5,24,2,3,853,25,0,284.33,29,0.8333333333333334
691,20,1,27,26,3,6,1,3,969,7,0,323.0,9,0.9285714285714286
692,33,1,46,3,8,4,3,1,681,7,0,681.0,12,0.06382978723404255
693,33,1,52,24,2,17,1,1,996,27,0,996.0,19,0.4528301886792453
694,65,0,6,29,0,19,3,12,267,21,0,22.25,19,4.142857142857143
695,34,1,49,5,9,0,2,3,884,7,0,294.67,9,0.1
696,44,1,27,9,7,27,1,3,462,22,1,154.0,34,0.32142857142857145
697,45,1,25,16,5,12,2,12,702,3,0,58.5,17,0.6153846153846154
698,20,1,14,19,7,0,1,1,309,26,0,309.0,7,1.2666666666666666
699,30,0,33,10,6,15,1,3,519,15,0,173.0,21,0.29411764705882354
700,31,0,6,6,5,29,3,12,187,18,1,15.58,34,0.8571428571428571
701,28,1,3,21,0,6,3,1,769,30,0,769.0,6,5.25
702,31,0,58,26,3,9,1,1,248,8,0,248.0,12,0.4406779661016949
703,44,0,47,6,1,2,2,1,483,7,0,483.0,3,0.125
704,41,0,4,21,7,7,1,1,948,17,0,948.0,14,4.2
705,42,1,60,2,3,24,1,1,293,8,0,293.0,27,0.03278688524590164
706,44,0,29,10,9,28,1,1,827,23,1,827.0,37,0.3333333333333333
707,39,1,25,9,3,12,1,12,640,17,0,53.33,15,0.34615384615384615
708,53,0,34,11,4,9,1,12,804,21,0,67.0,13,0.3142857142857143
709,63,0,16,19,7,20,2,1,496,6,0,496.0,27,1.1176470588235294
710,42,0,8,29,1,4,2,1,374,5,0,374.0,5,3.2222222222222223
711,30,0,51,29,7,26,3,3,867,11,1,289.0,33,0.5576923076923077
712,30,1,34,16,6,12,2,3,769,17,0,256.33,18,0.45714285714285713
713,34,0,56,11,8,0,2,3,873,30,0,291.0,8,0.19298245614035087
714,41,0,42,28,7,19,1,3,109,24,1,36.33,26,0.6511627906976745
715,25,1,4,13,8,24,1,12,106,19,0,8.83,32,2.6
716,31,0,14,10,9,15,3,12,824,16,0,68.67,24,0.6666666666666666
717,50,0,11,22,3,14,3,3,610,5,0,203.33,17,1.8333333333333333
718,19,1,21,5,6,16,2,3,369,22,0,123.0,22,0.22727272727272727
719,29,1,27,2,7,7,1,12,731,30,0,60.92,14,0.07142857142857142
720,22,0,30,10,4,15,2,1,924,6,0,924.0,19,0.3225806451612903
721,33,0,38,5,5,29,1,1,211,18,1,211.0,34,0.1282051282051282
722,47,1,12,24,4,26,2,3,184,15,0,61.33,30,1.8461538461538463
723,53,0,22,10,0,9,3,3,328,14,0,109.33,9,0.43478260869565216
724,32,1,60,21,9,1,1,12,339,27,0,28.25,10,0.3442622950819672
725,25,0,45,28,10,9,2,3,350,29,0,116.67,19,0.6086956521739131
726,36,1,38,26,3,28,1,12,285,7,0,23.75,31,0.6666666666666666
727,56,0,41,7,4,30,3,3,473,19,1,157.67,34,0.16666666666666666
728,18,0,52,23,6,9,2,1,946,20,0,946.0,15,0.4339622641509434
729,51,0,46,13,1,23,2,3,937,22,0,312.33,24,0.2765957446808511
730,44,0,29,4,10,11,3,12,554,13,0,46.17,21,0.13333333333333333
731,65,0,48,15,0,22,1,3,727,18,0,242.33,22,0.30612244897959184
732,25,0,38,20,10,18,1,3,467,27,1,155.67,28,0.5128205128205128
