,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges
464,45,1,13,29,3,18,3,3,642,18,0,214.0
465,22,0,49,23,0,19,2,12,168,14,0,14.0
466,58,0,38,6,9,29,2,12,284,29,1,23.666666666666668
467,22,1,56,3,2,29,1,3,792,12,0,264.0
468,59,1,3,7,6,22,2,3,466,6,0,155.33333333333334
469,56,0,21,6,2,12,1,3,823,8,0,274.3333333333333
470,36,1,30,19,9,11,1,12,121,3,0,10.083333333333334
471,35,1,30,30,7,1,2,3,350,8,0,116.66666666666667
472,61,1,49,8,4,10,1,12,880,14,0,73.33333333333333
473,48,0,19,27,6,12,3,1,992,12,0,992.0
474,23,1,32,1,6,27,2,3,336,25,1,112.0
475,47,1,40,8,9,8,2,1,562,17,0,562.0
476,61,1,53,30,0,0,1,12,521,1,0,43.416666666666664
477,61,0,60,24,1,25,2,3,681,27,0,227.0
478,26,0,59,8,4,26,1,1,409,20,1,409.0
479,25,0,15,30,1,4,3,1,690,20,0,690.0
480,22,0,49,7,8,8,2,12,751,5,0,62.583333333333336
481,30,0,24,8,6,0,1,1,191,17,0,191.0
482,51,0,11,8,7,3,1,1,649,20,0,649.0
483,42,0,20,6,2,16,2,1,445,29,0,445.0
484,25,1,25,30,0,23,3,12,641,4,0,53.416666666666664
485,25,0,24,17,6,22,2,12,489,12,1,40.75
486,22,0,36,30,4,7,1,12,362,2,0,30.166666666666668
487,46,1,11,19,2,7,2,3,612,8,0,204.0
488,24,1,19,18,4,30,1,12,814,20,0,67.83333333333333
489,43,0,48,6,3,15,3,3,183,17,0,61.0
490,46,1,52,22,3,16,3,1,494,17,0,494.0
491,39,0,44,30,2,30,2,12,844,23,0,70.33333333333333
492,35,1,22,4,2,25,1,3,735,15,0,245.0
493,61,1,16,25,8,19,2,3,804,19,0,268.0
494,51,1,38,26,1,18,3,1,318,5,0,318.0
495,28,1,60,16,9,7,1,1,494,5,0,494.0
496,26,0,44,15,1,24,2,3,109,5,1,36.333333333333336
497,64,1,37,3,1,14,2,12,457,15,0,38.083333333333336
498,30,0,24,15,0,2,3,3,755,15,0,251.66666666666666
499,36,0,34,24,8,30,2,3,948,30,1,316.0
500,32,1,43,8,2,14,2,12,323,7,0,26.916666666666668
501,45,1,7,30,7,25,1,12,978,29,0,81.5
502,18,0,21,2,7,3,3,12,312,8,0,26.0
503,34,0,27,20,0,17,1,12,399,4,0,33.25
504,23,1,24,6,1,28,1,1,388,15,0,388.0
505,61,0,8,18,0,5,2,3,447,19,0,149.0
506,47,0,39,15,6,9,3,1,912,12,0,912.0
507,31,0,33,30,8,14,2,3,543,27,0,181.0
508,25,1,7,11,8,29,2,1,441,10,0,441.0
509,24,0,25,23,9,11,3,12,314,21,0,26.166666666666668
510,59,1,26,28,0,27,2,1,523,29,0,523.0
511,50,0,32,9,1,29,1,3,752,14,0,250.66666666666666
512,59,0,45,14,7,16,3,1,440,7,1,440.0
513,55,1,52,11,0,11,2,12,478,11,0,39.833333333333336
514,56,0,23,18,2,14,1,12,625,6,0,52.083333333333336
515,61,0,24,15,3,13,3,1,770,11,0,770.0
516,39,0,48,1,8,16,3,3,317,12,1,105.66666666666667
517,64,0,15,13,6,6,1,3,493,25,0,164.33333333333334
518,35,0,52,2,4,20,3,3,851,9,0,283.6666666666667
519,27,1,54,11,3,27,1,12,389,27,0,32.416666666666664
520,46,0,29,2,8,21,1,12,344,17,1,28.666666666666668
521,54,1,9,1,4,2,2,12,590,26,1,49.166666666666664
522,37,1,15,11,6,14,3,1,152,14,0,152.0
523,27,0,56,8,0,23,1,1,833,11,1,833.0
524,37,0,13,13,8,12,2,3,439,18,0,146.33333333333334
525,27,1,15,24,5,10,2,12,831,13,0,69.25
526,47,1,53,8,0,21,2,3,745,9,0,248.33333333333334
527,63,0,10,24,1,4,2,1,919,15,0,919.0
528,63,0,20,15,9,13,3,1,704,3,0,704.0
529,30,1,11,1,5,6,2,12,373,23,1,31.083333333333332
530,53,1,52,10,0,0,1,12,974,8,0,81.16666666666667
531,30,0,59,3,7,0,3,3,956,27,0,318.6666666666667
532,25,0,32,15,5,10,3,12,849,27,0,70.75
533,18,1,13,4,6,30,3,12,857,22,0,71.41666666666667
534,36,1,57,21,0,27,2,3,648,19,0,216.0
535,62,0,17,19,8,15,2,1,182,19,0,182.0
536,64,0,4,15,7,13,3,3,344,23,0,114.66666666666667
537,62,1,50,15,0,22,3,1,913,9,0,913.0
538,22,0,22,22,9,5,2,1,534,17,0,534.0
539,38,0,12,29,8,3,2,3,619,10,0,206.33333333333334
540,59,0,46,8,7,12,2,3,891,6,0,297.0
541,37,1,5,18,3,30,1,3,569,25,0,189.66666666666666
542,35,1,40,7,3,23,3,3,752,13,0,250.66666666666666
543,28,1,5,8,0,28,3,1,880,3,0,880.0
544,23,1,59,11,10,1,3,12,970,16,0,80.83333333333333
545,38,1,11,10,1,27,2,1,155,8,0,155.0
546,51,0,20,2,6,8,2,12,230,23,1,19.166666666666668
547,46,1,60,11,8,11,2,3,805,26,0,268.3333333333333
548,60,0,10,1,2,16,3,1,328,20,0,328.0
549,60,0,49,23,3,7,2,12,166,12,0,13.833333333333334
550,48,1,5,29,6,1,3,1,976,22,0,976.0
551,36,1,26,15,2,25,3,3,654,30,0,218.0
552,63,1,39,29,4,19,2,12,780,2,0,65.0
553,26,1,3,29,2,16,2,1,936,4,0,936.0
554,30,1,33,14,7,30,2,12,482,24,1,40.166666666666664
555,18,0,3,30,5,28,2,12,647,12,0,53.916666666666664
556,24,1,43,2,1,7,3,12,186,11,1,15.5
557,58,0,16,6,8,22,1,1,845,8,1,845.0
558,38,0,60,29,3,5,3,12,523,4,0,43.583333333333336
559,28,0,38,9,5,23,1,1,885,16,1,885.0
560,27,0,55,11,6,24,2,12,993,18,1,82.75
561,41,0,38,23,8,21,2,3,569,7,1,189.66666666666666
562,58,1,14,21,8,11,2,1,334,13,0,334.0
563,25,1,44,4,9,25,2,1,293,1,1,293.0
564,41,0,5,9,2,12,3,12,447,2,0,37.25
565,42,1,57,2,4,11,2,12,534,17,0,44.5
566,61,0,3,16,10,15,2,3,158,7,0,52.666666666666664
567,59,0,12,13,3,14,1,12,701,27,0,58.416666666666664
568,52,1,6,8,4,28,2,12,536,8,0,44.666666666666664
569,32,1,45,16,3,3,2,3,457,29,0,152.33333333333334
570,22,0,12,12,10,6,3,3,801,9,0,267.0
571,36,1,4,17,6,27,2,1,133,25,0,133.0
572,45,0,42,13,6,15,3,12,206,17,0,17.166666666666668
573,22,0,53,9,10,4,3,3,636,8,0,212.0
574,23,1,21,21,10,14,1,3,125,5,0,41.666666666666664
575,30,0,18,26,0,7,1,12,471,20,0,39.25
576,35,0,44,3,2,30,2,1,748,20,1,748.0
577,43,1,20,23,1,5,3,3,501,6,0,167.0
578,49,1,20,2,4,7,1,1,104,8,0,104.0
579,41,0,27,12,4,5,3,3,512,25,0,170.66666666666666
580,54,0,22,8,1,23,3,1,554,28,1,554.0
581,55,0,26,21,8,15,1,3,710,3,0,236.66666666666666
582,56,0,59,22,10,5,3,12,722,23,0,60.166666666666664
583,25,1,34,12,8,2,3,3,580,5,0,193.33333333333334
584,53,0,58,3,8,18,1,3,634,11,1,211.33333333333334
585,54,1,19,17,5,10,2,1,668,26,0,668.0
586,63,1,39,21,8,17,2,3,821,24,1,273.6666666666667
587,25,1,7,11,5,6,2,1,724,29,0,724.0
588,29,1,52,14,2,29,2,1,685,5,0,685.0
589,31,1,8,2,0,3,3,1,990,30,0,990.0
590,52,0,2,5,3,19,1,1,760,16,0,760.0
591,55,1,33,24,10,19,3,12,282,29,1,23.5
592,45,1,56,23,0,10,1,12,905,5,0,75.41666666666667
593,18,1,13,7,2,24,3,3,476,10,0,158.66666666666666
594,61,1,8,5,0,12,3,12,192,10,0,16.0
595,30,0,54,28,7,2,3,3,400,5,0,133.33333333333334
596,18,1,15,10,3,4,2,12,289,3,0,24.083333333333332
597,39,0,24,28,7,10,3,12,705,27,0,58.75
598,47,0,46,12,4,25,2,3,330,8,1,110.0
599,60,0,49,12,10,6,2,3,784,6,0,261.3333333333333
600,26,1,2,23,5,19,3,1,553,1,0,553.0
601,25,1,12,26,10,6,3,3,507,15,0,169.0
602,24,1,22,20,3,13,2,1,113,11,0,113.0
603,38,0,58,7,4,29,3,1,379,9,1,379.0
604,32,1,52,5,3,8,1,3,415,20,0,138.33333333333334
605,19,1,1,6,8,17,1,1,577,28,0,577.0
606,39,0,15,11,1,0,3,3,265,25,0,88.33333333333333
607,45,1,51,25,9,30,2,12,267,15,1,22.25
608,30,0,42,9,2,17,3,3,287,17,0,95.66666666666667
609,53,0,15,21,5,24,1,3,495,8,1,165.0
610,42,0,42,4,7,26,1,1,416,22,1,416.0
611,61,0,7,26,3,20,1,12,854,10,0,71.16666666666667
612,43,1,33,26,6,23,3,12,196,5,1,16.333333333333332
613,45,1,53,16,9,7,3,3,470,9,0,156.66666666666666
614,20,0,42,11,9,3,3,3,618,16,0,206.0
615,29,0,8,4,1,18,3,1,245,12,0,245.0
616,44,1,20,24,10,10,1,3,377,26,0,125.66666666666667
617,33,1,54,16,9,14,3,12,317,9,0,26.416666666666668
618,34,1,35,11,7,3,1,1,970,16,0,970.0
619,39,1,24,11,7,15,1,12,198,25,0,16.5
620,60,1,50,1,0,27,3,3,962,17,0,320.6666666666667
621,33,1,17,18,0,13,1,12,371,5,0,30.916666666666668
622,36,0,32,24,9,15,3,1,586,4,0,586.0
623,59,0,51,1,6,26,1,1,363,18,1,363.0
624,57,0,59,28,7,0,1,1,475,19,0,475.0
625,33,1,3,19,5,3,2,1,338,15,0,338.0
626,46,1,6,28,4,13,3,1,493,20,0,493.0
627,40,1,47,11,5,14,1,3,947,15,0,315.6666666666667
628,56,1,11,12,5,21,3,3,287,22,0,95.66666666666667
629,24,1,44,12,9,28,3,12,935,9,1,77.91666666666667
630,46,1,30,26,8,25,3,1,338,21,1,338.0
631,20,0,56,29,6,13,1,3,131,11,0,43.666666666666664
632,64,0,6,7,9,12,3,1,553,13,0,553.0
633,62,0,22,18,8,18,2,1,202,16,0,202.0
634,22,0,49,29,5,19,2,12,221,23,1,18.416666666666668
635,64,0,44,22,1,1,3,12,913,18,0,76.08333333333333
636,57,1,30,3,8,3,1,1,652,16,1,652.0
637,61,0,55,17,6,6,1,1,747,5,0,747.0
638,22,1,51,14,8,23,2,12,559,30,1,46.583333333333336
639,47,1,38,3,8,30,1,3,973,20,1,324.3333333333333
640,31,0,6,6,2,0,3,1,188,13,0,188.0
641,62,1,4,15,2,0,3,3,846,2,0,282.0
642,56,0,39,11,1,1,3,3,413,8,0,137.66666666666666
643,39,1,19,10,4,24,2,12,742,28,0,61.833333333333336
644,41,1,40,19,0,3,3,1,520,2,0,520.0
645,55,1,44,3,9,25,3,12,431,7,1,35.916666666666664
646,60,0,26,4,5,25,2,12,935,6,1,77.91666666666667
647,53,1,4,9,8,1,2,1,903,6,0,903.0
648,50,1,27,25,5,17,1,3,181,21,1,60.333333333333336
649,61,0,32,20,7,26,1,3,908,3,1,302.6666666666667
650,32,0,52,20,2,28,2,3,859,3,0,286.3333333333333
651,56,0,46,30,0,10,2,12,924,3,0,77.0
652,42,1,40,12,0,1,2,3,858,26,0,286.0
653,50,1,47,14,9,14,3,1,659,26,0,659.0
654,58,1,41,8,9,4,2,12,955,19,0,79.58333333333333
655,43,0,15,15,5,22,2,12,584,15,0,48.666666666666664
656,51,0,35,9,10,19,1,1,686,24,1,686.0
657,36,1,55,30,6,11,3,1,591,13,0,591.0
658,54,1,43,15,9,15,2,12,851,1,0,70.91666666666667
659,18,0,5,30,1,15,2,12,934,21,0,77.83333333333333
660,22,0,28,8,2,8,3,12,174,14,0,14.5
661,65,1,58,25,1,23,3,12,111,17,0,9.25
662,29,1,37,12,7,22,2,1,369,23,1,369.0
663,29,0,23,17,0,12,1,3,601,28,0,200.33333333333334
664,24,1,39,4,2,2,1,3,861,27,0,287.0
665,56,0,43,19,6,4,1,3,306,13,0,102.0
666,19,0,10,5,3,20,3,3,536,4,0,178.66666666666666
667,60,0,16,12,8,10,3,3,855,2,0,285.0
668,24,0,47,13,2,28,3,1,833,13,1,833.0
669,59,1,13,2,9,4,2,3,758,23,1,252.66666666666666
670,33,1,28,6,6,19,2,1,340,15,1,340.0
671,20,1,23,8,10,30,3,3,314,27,0,104.66666666666667
672,34,1,5,9,8,21,3,3,247,26,0,82.33333333333333
673,34,0,60,24,4,9,2,3,726,16,0,242.0
674,41,1,52,29,0,29,1,3,779,2,0,259.6666666666667
675,32,1,19,6,10,10,3,12,231,13,0,19.25
676,21,1,12,8,1,9,3,3,756,4,0,252.0
677,44,1,28,6,8,4,1,3,519,11,0,173.0
678,50,0,13,24,9,2,2,3,132,29,0,44.0
679,41,0,27,21,3,22,1,3,608,25,0,202.66666666666666
680,28,1,49,15,6,16,3,12,796,1,1,66.33333333333333
681,41,0,16,4,5,7,1,1,873,24,0,873.0
682,42,1,53,2,9,3,3,3,218,9,0,72.66666666666667
683,53,1,47,26,3,14,3,1,126,10,0,126.0
684,37,1,39,4,2,20,2,1,311,23,0,311.0
685,49,0,39,2,3,1,3,12,997,20,0,83.08333333333333
686,63,0,37,27,5,30,3,1,882,2,1,882.0
687,37,0,51,14,3,19,2,3,720,30,0,240.0
688,20,0,18,28,5,4,1,12,589,17,0,49.083333333333336
689,39,1,46,28,0,25,3,12,581,25,0,48.416666666666664
690,43,0,17,15,5,24,2,3,853,25,0,284.3333333333333
691,20,1,27,26,3,6,1,3,969,7,0,323.0
692,33,1,46,3,8,4,3,1,681,7,0,681.0
693,33,1,52,24,2,17,1,1,996,27,0,996.0
694,65,0,6,29,0,19,3,12,267,21,0,22.25
695,34,1,49,5,9,0,2,3,884,7,0,294.6666666666667
696,44,1,27,9,7,27,1,3,462,22,1,154.0
697,45,1,25,16,5,12,2,12,702,3,0,58.5
698,20,1,14,19,7,0,1,1,309,26,0,309.0
699,30,0,33,10,6,15,1,3,519,15,0,173.0
700,31,0,6,6,5,29,3,12,187,18,1,15.583333333333334
701,28,1,3,21,0,6,3,1,769,30,0,769.0
702,31,0,58,26,3,9,1,1,248,8,0,248.0
703,44,0,47,6,1,2,2,1,483,7,0,483.0
704,41,0,4,21,7,7,1,1,948,17,0,948.0
705,42,1,60,2,3,24,1,1,293,8,0,293.0
706,44,0,29,10,9,28,1,1,827,23,1,827.0
707,39,1,25,9,3,12,1,12,640,17,0,53.333333333333336
708,53,0,34,11,4,9,1,12,804,21,0,67.0
709,63,0,16,19,7,20,2,1,496,6,0,496.0
710,42,0,8,29,1,4,2,1,374,5,0,374.0
711,30,0,51,29,7,26,3,3,867,11,1,289.0
712,30,1,34,16,6,12,2,3,769,17,0,256.3333333333333
713,34,0,56,11,8,0,2,3,873,30,0,291.0
714,41,0,42,28,7,19,1,3,109,24,1,36.333333333333336
715,25,1,4,13,8,24,1,12,106,19,0,8.833333333333334
716,31,0,14,10,9,15,3,12,824,16,0,68.66666666666667
717,50,0,11,22,3,14,3,3,610,5,0,203.33333333333334
718,19,1,21,5,6,16,2,3,369,22,0,123.0
719,29,1,27,2,7,7,1,12,731,30,0,60.916666666666664
720,22,0,30,10,4,15,2,1,924,6,0,924.0
721,33,0,38,5,5,29,1,1,211,18,1,211.0
722,47,1,12,24,4,26,2,3,184,15,0,61.333333333333336
723,53,0,22,10,0,9,3,3,328,14,0,109.33333333333333
724,32,1,60,21,9,1,1,12,339,27,0,28.25
725,25,0,45,28,10,9,2,3,350,29,0,116.66666666666667
726,36,1,38,26,3,28,1,12,285,7,0,23.75
727,56,0,41,7,4,30,3,3,473,19,1,157.66666666666666
728,18,0,52,23,6,9,2,1,946,20,0,946.0
729,51,0,46,13,1,23,2,3,937,22,0,312.3333333333333
730,44,0,29,4,10,11,3,12,554,13,0,46.166666666666664
731,65,0,48,15,0,22,1,3,727,18,0,242.33333333333334
732,25,0,38,20,10,18,1,3,467,27,1,155.66666666666666
733,62,1,8,8,3,28,2,1,533,17,0,533.0
734,64,0,6,6,1,0,1,12,853,19,0,71.08333333333333
735,53,0,53,7,8,14,1,1,140,20,0,140.0
736,48,0,22,5,7,5,3,12,573,10,0,47.75
737,43,0,41,17,9,0,2,3,369,24,0,123.0
738,58,0,46,25,0,25,2,3,866,22,0,288.6666666666667
739,28,0,21,24,3,3,2,3,349,13,0,116.33333333333333
740,45,0,14,26,2,12,3,1,649,1,0,649.0
741,28,0,9,4,7,20,3,3,981,8,0,327.0
742,49,0,29,18,7,15,1,3,648,12,0,216.0
743,30,1,39,27,4,23,3,12,292,22,0,24.333333333333332
744,23,0,23,30,5,8,3,3,383,16,0,127.66666666666667
745,56,1,8,8,0,13,2,12,302,7,0,25.166666666666668
746,41,1,48,24,2,25,1,12,760,14,0,63.333333333333336
747,52,1,58,24,10,9,1,1,908,27,0,908.0
748,62,1,55,7,7,7,1,3,335,8,0,111.66666666666667
749,25,0,16,24,4,27,2,1,788,10,1,788.0
750,38,0,53,18,1,11,1,3,337,16,0,112.33333333333333
751,33,1,29,28,6,7,3,1,564,18,0,564.0
752,34,1,9,22,10,14,3,3,274,29,0,91.33333333333333
753,26,1,6,14,3,21,1,1,912,16,0,912.0
754,23,1,53,3,1,24,3,12,605,18,0,50.416666666666664
755,38,0,10,20,3,21,2,12,507,8,0,42.25
756,30,1,53,24,1,23,3,3,300,22,0,100.0
757,34,0,51,17,5,25,3,3,751,5,1,250.33333333333334
758,48,1,3,14,7,11,1,12,857,19,0,71.41666666666667
759,46,0,58,5,10,9,3,1,935,29,0,935.0
760,40,0,51,23,8,2,2,12,724,14,0,60.333333333333336
761,48,1,17,7,1,30,1,12,606,21,0,50.5
762,48,1,13,8,0,25,1,12,791,4,0,65.91666666666667
763,51,1,25,7,4,14,1,12,592,27,0,49.333333333333336
764,21,0,23,3,5,19,3,3,980,11,0,326.6666666666667
765,53,0,30,9,8,11,2,3,299,30,0,99.66666666666667
766,46,1,26,6,1,29,2,12,714,30,0,59.5
767,46,0,58,8,9,21,1,1,675,7,1,675.0
768,26,0,43,25,3,6,1,1,298,1,0,298.0
769,22,1,24,14,6,24,2,12,150,3,1,12.5
770,63,1,12,15,9,20,1,12,292,23,0,24.333333333333332
771,53,0,24,15,8,17,1,12,428,17,1,35.666666666666664
772,49,1,25,5,7,2,3,1,712,24,0,712.0
773,22,1,23,6,9,26,3,12,224,14,0,18.666666666666668
774,36,1,48,19,1,23,2,3,401,17,0,133.66666666666666
775,33,1,26,13,6,24,3,3,415,14,1,138.33333333333334
776,56,1,37,26,9,21,2,12,494,25,1,41.166666666666664
777,22,1,4,1,5,19,3,1,261,10,0,261.0
778,42,0,50,16,3,17,1,3,988,12,0,329.3333333333333
779,41,1,48,30,1,12,2,12,261,2,0,21.75
780,34,1,60,24,0,11,1,3,536,10,0,178.66666666666666
781,34,1,44,27,1,17,1,12,586,7,0,48.833333333333336
782,45,0,58,5,8,24,3,12,660,16,1,55.0
783,46,1,45,7,2,3,2,12,927,8,0,77.25
784,42,0,51,30,2,22,2,3,537,14,0,179.0
785,29,1,33,2,4,23,2,1,337,7,0,337.0
786,48,0,15,26,1,15,1,12,622,13,0,51.833333333333336
787,24,1,42,14,6,22,2,3,820,13,1,273.3333333333333
788,58,0,40,25,8,13,3,1,721,7,0,721.0
789,44,1,31,12,5,24,2,1,578,4,1,578.0
790,62,0,40,11,3,30,1,12,994,20,0,82.83333333333333
791,38,0,60,12,1,23,1,3,358,16,1,119.33333333333333
792,54,1,54,2,7,0,1,12,231,29,1,19.25
793,50,1,26,29,3,29,2,3,625,13,0,208.33333333333334
794,55,0,56,22,5,24,3,3,183,29,1,61.0
795,36,1,12,19,0,0,1,1,793,23,0,793.0
796,48,1,18,24,4,4,2,3,731,2,0,243.66666666666666
797,32,0,33,29,2,19,1,3,850,2,0,283.3333333333333
798,46,1,3,12,7,24,1,1,961,12,0,961.0
799,20,1,18,22,3,4,3,1,971,30,0,971.0
800,44,0,9,8,10,1,1,12,668,21,0,55.666666666666664
801,39,0,2,2,8,5,2,3,963,17,0,321.0
802,22,0,17,25,0,7,1,3,973,25,0,324.3333333333333
803,42,1,16,25,5,18,3,1,420,28,0,420.0
804,55,1,1,4,7,1,2,1,919,5,1,919.0
805,56,1,6,9,0,7,1,3,651,16,0,217.0
806,65,0,46,10,6,15,2,1,361,27,0,361.0
807,24,1,37,2,9,9,1,3,284,28,0,94.66666666666667
808,48,0,51,9,7,25,2,3,999,2,1,333.0
809,30,1,46,5,1,27,3,12,571,10,0,47.583333333333336
810,60,0,41,23,10,12,2,1,219,25,0,219.0
811,52,1,4,17,10,13,3,3,903,4,0,301.0
812,65,0,32,29,8,18,3,12,679,4,1,56.583333333333336
813,55,0,52,14,2,10,2,1,687,11,0,687.0
814,21,0,23,4,7,5,2,3,429,3,0,143.0
815,60,0,24,13,3,10,1,3,942,20,0,314.0
816,59,0,1,3,9,22,1,3,376,22,1,125.33333333333333
817,23,0,21,14,4,10,3,1,909,15,0,909.0
818,54,0,43,12,2,22,3,3,216,2,1,72.0
819,35,0,10,5,2,5,3,3,119,22,0,39.666666666666664
820,42,0,56,26,7,6,2,1,509,18,0,509.0
821,48,1,42,20,6,29,1,3,636,26,1,212.0
822,23,1,17,16,4,18,1,1,436,7,0,436.0
823,40,1,34,3,4,7,1,12,741,20,0,61.75
824,25,0,30,20,7,9,2,1,405,22,0,405.0
825,61,1,32,2,2,0,3,12,795,11,0,66.25
826,39,0,24,9,5,20,3,3,111,24,1,37.0
827,63,0,8,5,7,10,3,1,772,16,1,772.0
828,25,0,17,6,8,21,1,12,839,27,0,69.91666666666667
829,49,0,27,13,4,7,1,3,251,29,0,83.66666666666667
830,39,1,23,4,4,0,3,1,562,8,0,562.0
831,25,0,1,19,8,12,3,12,921,26,0,76.75
832,62,0,60,1,1,13,1,12,222,11,1,18.5
833,57,0,9,26,9,10,3,12,416,24,0,34.666666666666664
834,44,0,54,7,0,13,1,3,597,9,0,199.0
835,47,1,13,7,1,2,3,1,857,7,0,857.0
836,28,0,44,4,6,8,2,3,928,27,0,309.3333333333333
837,23,0,34,29,0,26,3,1,805,12,1,805.0
838,62,0,31,19,2,10,3,3,122,24,0,40.666666666666664
839,25,1,6,5,10,29,3,1,823,6,0,823.0
840,52,1,13,2,6,13,2,3,374,15,1,124.66666666666667
841,37,1,59,10,0,22,2,1,126,17,0,126.0
842,47,1,36,4,3,27,1,3,547,4,0,182.33333333333334
843,64,1,15,10,4,1,2,1,468,21,0,468.0
844,46,0,28,1,6,13,1,12,761,13,0,63.416666666666664
845,60,0,8,20,3,11,1,3,400,12,0,133.33333333333334
846,26,0,13,27,6,25,3,3,735,20,0,245.0
847,52,0,23,1,6,9,2,12,538,10,1,44.833333333333336
848,52,0,20,23,2,21,2,12,629,23,0,52.416666666666664
849,36,0,51,27,2,4,2,1,718,14,0,718.0
850,24,1,33,21,6,7,2,12,430,17,0,35.833333333333336
851,50,0,19,20,0,17,3,3,391,2,0,130.33333333333334
852,61,1,44,1,1,11,3,12,619,19,0,51.583333333333336
853,48,0,56,15,7,14,3,12,509,9,0,42.416666666666664
854,21,1,51,26,4,3,3,3,376,8,0,125.33333333333333
855,26,1,30,30,9,22,1,1,971,5,1,971.0
856,31,0,7,23,9,26,1,1,970,11,1,970.0
857,61,0,51,23,1,7,3,3,212,28,0,70.66666666666667
858,54,0,17,9,6,0,2,3,182,14,0,60.666666666666664
859,25,0,56,30,0,17,1,12,392,7,0,32.666666666666664
860,33,0,47,9,2,26,2,3,454,6,1,151.33333333333334
861,60,0,18,4,3,18,2,3,251,22,0,83.66666666666667
862,33,0,26,20,2,10,2,12,270,5,0,22.5
863,61,0,36,21,10,24,2,1,925,3,1,925.0
864,40,0,16,6,4,5,2,1,823,1,0,823.0
865,62,1,33,15,3,10,3,12,622,26,0,51.833333333333336
866,43,0,54,23,6,19,1,3,764,7,1,254.66666666666666
867,21,1,14,7,10,11,2,3,980,24,0,326.6666666666667
868,34,0,15,26,6,25,3,12,284,12,1,23.666666666666668
869,28,1,49,13,3,27,3,1,874,16,0,874.0
870,49,0,4,15,5,16,2,12,981,8,0,81.75
871,53,1,59,2,5,10,3,12,778,13,1,64.83333333333333
872,27,1,37,8,8,21,3,1,388,23,1,388.0
873,36,1,36,23,9,25,2,3,654,16,1,218.0
874,47,1,15,18,8,20,3,12,973,12,0,81.08333333333333
875,21,1,25,23,5,12,1,1,644,12,0,644.0
876,26,1,58,25,0,10,2,3,631,28,0,210.33333333333334
877,25,1,58,12,0,9,2,1,664,23,0,664.0
878,26,0,35,29,7,18,1,12,835,2,1,69.58333333333333
879,45,0,1,21,9,29,2,1,737,19,1,737.0
880,27,0,13,10,4,30,3,12,499,15,1,41.583333333333336
881,38,1,25,16,7,4,1,3,113,27,0,37.666666666666664
882,60,1,50,3,3,15,2,3,389,5,0,129.66666666666666
883,52,0,5,17,0,26,1,1,447,15,1,447.0
884,35,1,13,28,0,10,3,3,827,2,0,275.6666666666667
885,56,0,59,2,10,19,3,12,846,21,1,70.5
886,62,0,56,4,5,5,3,1,913,7,1,913.0
887,21,1,28,10,4,17,1,1,693,5,0,693.0
888,31,1,46,12,2,27,3,3,591,7,0,197.0
889,62,0,22,10,6,7,1,1,229,22,0,229.0
890,24,1,44,26,3,8,3,3,851,5,0,283.6666666666667
891,57,1,59,16,1,14,1,12,581,29,0,48.416666666666664
892,29,1,29,26,6,12,1,3,684,7,0,228.0
893,51,1,25,11,7,16,2,3,760,6,1,253.33333333333334
894,42,0,12,28,1,22,3,12,174,7,1,14.5
895,62,1,45,10,1,9,1,1,226,30,0,226.0
896,31,1,19,28,5,16,1,3,270,24,0,90.0
897,47,0,54,11,0,23,1,12,550,2,0,45.833333333333336
898,23,1,33,24,5,5,3,3,682,18,0,227.33333333333334
899,21,0,42,9,0,7,1,3,931,13,0,310.3333333333333
900,49,1,53,23,1,7,3,3,879,2,0,293.0
901,32,0,17,17,3,16,3,3,296,5,0,98.66666666666667
902,62,0,47,12,10,19,1,12,213,11,1,17.75
903,54,1,60,16,3,10,1,12,831,23,0,69.25
904,45,0,52,1,4,23,2,12,572,3,0,47.666666666666664
905,51,0,19,9,0,21,3,3,938,3,0,312.6666666666667
906,42,1,39,14,8,12,2,12,751,30,0,62.583333333333336
907,54,1,2,2,3,26,1,3,798,7,1,266.0
908,23,1,39,26,4,14,3,1,840,24,0,840.0
909,51,0,8,29,1,18,1,3,884,23,0,294.6666666666667
910,41,0,45,15,7,15,1,3,646,5,0,215.33333333333334
911,46,1,26,13,8,21,2,12,662,2,1,55.166666666666664
912,20,1,27,28,2,21,3,1,621,29,0,621.0
913,48,1,31,14,0,15,1,3,822,4,0,274.0
914,52,1,13,22,3,2,1,1,788,24,0,788.0
915,35,1,50,25,1,27,1,3,962,16,0,320.6666666666667
916,25,0,48,6,2,0,3,12,446,6,0,37.166666666666664
917,43,0,55,30,0,30,1,3,597,4,0,199.0
918,57,0,57,3,8,3,2,3,258,11,1,86.0
919,22,0,21,12,1,19,2,3,721,20,0,240.33333333333334
920,65,0,53,24,10,2,1,12,939,24,0,78.25
921,23,0,28,1,8,29,1,12,297,30,1,24.75
922,29,0,19,27,9,27,1,1,435,22,1,435.0
923,48,1,24,3,4,30,1,12,955,24,0,79.58333333333333
924,45,1,7,17,4,3,1,12,138,19,0,11.5
925,26,1,2,2,1,1,3,3,823,3,0,274.3333333333333
926,29,1,26,4,6,21,1,3,528,8,1,176.0
927,56,1,10,7,2,6,3,12,204,24,0,17.0
928,55,1,27,21,9,10,2,12,888,22,0,74.0
929,61,1,4,8,0,15,1,1,186,14,0,186.0
930,57,0,24,23,4,25,2,1,509,2,1,509.0
