Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,MonthlyCharges
63,1,39,29,4,19,2,12,780,2,0,65
26,1,3,29,2,16,2,1,936,4,0,936
30,1,33,14,7,30,2,12,482,24,1,40.17
18,0,3,30,5,28,2,12,647,12,0,53.92
24,1,43,2,1,7,3,12,186,11,1,15.5
58,0,16,6,8,22,1,1,845,8,1,845
38,0,60,29,3,5,3,12,523,4,0,43.58
28,0,38,9,5,23,1,1,885,16,1,885
27,0,55,11,6,24,2,12,993,18,1,82.75
41,0,38,23,8,21,2,3,569,7,1,189.67
58,1,14,21,8,11,2,1,334,13,0,334
25,1,44,4,9,25,2,1,293,1,1,293
41,0,5,9,2,12,3,12,447,2,0,37.25
42,1,57,2,4,11,2,12,534,17,0,44.5
61,0,3,16,10,15,2,3,158,7,0,52.67
59,0,12,13,3,14,1,12,701,27,0,58.42
52,1,6,8,4,28,2,12,536,8,0,44.67
32,1,45,16,3,3,2,3,457,29,0,152.33
22,0,12,12,10,6,3,3,801,9,0,267
36,1,4,17,6,27,2,1,133,25,0,133
45,0,42,13,6,15,3,12,206,17,0,17.17
22,0,53,9,10,4,3,3,636,8,0,212
23,1,21,21,10,14,1,3,125,5,0,41.67
30,0,18,26,0,7,1,12,471,20,0,39.25
35,0,44,3,2,30,2,1,748,20,1,748
43,1,20,23,1,5,3,3,501,6,0,167
49,1,20,2,4,7,1,1,104,8,0,104
41,0,27,12,4,5,3,3,512,25,0,170.67
54,0,22,8,1,23,3,1,554,28,1,554
55,0,26,21,8,15,1,3,710,3,0,236.67
56,0,59,22,10,5,3,12,722,23,0,60.17
25,1,34,12,8,2,3,3,580,5,0,193.33
53,0,58,3,8,18,1,3,634,11,1,211.33
54,1,19,17,5,10,2,1,668,26,0,668
63,1,39,21,8,17,2,3,821,24,1,273.67
25,1,7,11,5,6,2,1,724,29,0,724
29,1,52,14,2,29,2,1,685,5,0,685
31,1,8,2,0,3,3,1,990,30,0,990
52,0,2,5,3,19,1,1,760,16,0,760
55,1,33,24,10,19,3,12,282,29,1,23.5
45,1,56,23,0,10,1,12,905,5,0,75.42
18,1,13,7,2,24,3,3,476,10,0,158.67
61,1,8,5,0,12,3,12,192,10,0,16
30,0,54,28,7,2,3,3,400,5,0,133.33
18,1,15,10,3,4,2,12,289,3,0,24.08
39,0,24,28,7,10,3,12,705,27,0,58.75
47,0,46,12,4,25,2,3,330,8,1,110
60,0,49,12,10,6,2,3,784,6,0,261.33
26,1,2,23,5,19,3,1,553,1,0,553
25,1,12,26,10,6,3,3,507,15,0,169
24,1,22,20,3,13,2,1,113,11,0,113
38,0,58,7,4,29,3,1,379,9,1,379
32,1,52,5,3,8,1,3,415,20,0,138.33
19,1,1,6,8,17,1,1,577,28,0,577
39,0,15,11,1,0,3,3,265,25,0,88.33
45,1,51,25,9,30,2,12,267,15,1,22.25
30,0,42,9,2,17,3,3,287,17,0,95.67
53,0,15,21,5,24,1,3,495,8,1,165
42,0,42,4,7,26,1,1,416,22,1,416
61,0,7,26,3,20,1,12,854,10,0,71.17
43,1,33,26,6,23,3,12,196,5,1,16.33
45,1,53,16,9,7,3,3,470,9,0,156.67
20,0,42,11,9,3,3,3,618,16,0,206
29,0,8,4,1,18,3,1,245,12,0,245
44,1,20,24,10,10,1,3,377,26,0,125.67
33,1,54,16,9,14,3,12,317,9,0,26.42
34,1,35,11,7,3,1,1,970,16,0,970
39,1,24,11,7,15,1,12,198,25,0,16.5
60,1,50,1,0,27,3,3,962,17,0,320.67
33,1,17,18,0,13,1,12,371,5,0,30.92
36,0,32,24,9,15,3,1,586,4,0,586
59,0,51,1,6,26,1,1,363,18,1,363
57,0,59,28,7,0,1,1,475,19,0,475
33,1,3,19,5,3,2,1,338,15,0,338
46,1,6,28,4,13,3,1,493,20,0,493
40,1,47,11,5,14,1,3,947,15,0,315.67
56,1,11,12,5,21,3,3,287,22,0,95.67
24,1,44,12,9,28,3,12,935,9,1,77.92
46,1,30,26,8,25,3,1,338,21,1,338
20,0,56,29,6,13,1,3,131,11,0,43.67
64,0,6,7,9,12,3,1,553,13,0,553
62,0,22,18,8,18,2,1,202,16,0,202
22,0,49,29,5,19,2,12,221,23,1,18.42
64,0,44,22,1,1,3,12,913,18,0,76.08
57,1,30,3,8,3,1,1,652,16,1,652
61,0,55,17,6,6,1,1,747,5,0,747
22,1,51,14,8,23,2,12,559,30,1,46.58
47,1,38,3,8,30,1,3,973,20,1,324.33
31,0,6,6,2,0,3,1,188,13,0,188
62,1,4,15,2,0,3,3,846,2,0,282
56,0,39,11,1,1,3,3,413,8,0,137.67
39,1,19,10,4,24,2,12,742,28,0,61.83
41,1,40,19,0,3,3,1,520,2,0,520
55,1,44,3,9,25,3,12,431,7,1,35.92
60,0,26,4,5,25,2,12,935,6,1,77.92
53,1,4,9,8,1,2,1,903,6,0,903
50,1,27,25,5,17,1,3,181,21,1,60.33
61,0,32,20,7,26,1,3,908,3,1,302.67
32,0,52,20,2,28,2,3,859,3,0,286.33
56,0,46,30,0,10,2,12,924,3,0,77
42,1,40,12,0,1,2,3,858,26,0,286
50,1,47,14,9,14,3,1,659,26,0,659
58,1,41,8,9,4,2,12,955,19,0,79.58
43,0,15,15,5,22,2,12,584,15,0,48.67
51,0,35,9,10,19,1,1,686,24,1,686
36,1,55,30,6,11,3,1,591,13,0,591
54,1,43,15,9,15,2,12,851,1,0,70.92
18,0,5,30,1,15,2,12,934,21,0,77.83
22,0,28,8,2,8,3,12,174,14,0,14.5
65,1,58,25,1,23,3,12,111,17,0,9.25
29,1,37,12,7,22,2,1,369,23,1,369
29,0,23,17,0,12,1,3,601,28,0,200.33
24,1,39,4,2,2,1,3,861,27,0,287
56,0,43,19,6,4,1,3,306,13,0,102
19,0,10,5,3,20,3,3,536,4,0,178.67
60,0,16,12,8,10,3,3,855,2,0,285
24,0,47,13,2,28,3,1,833,13,1,833
59,1,13,2,9,4,2,3,758,23,1,252.67
33,1,28,6,6,19,2,1,340,15,1,340
20,1,23,8,10,30,3,3,314,27,0,104.67
34,1,5,9,8,21,3,3,247,26,0,82.33
34,0,60,24,4,9,2,3,726,16,0,242
41,1,52,29,0,29,1,3,779,2,0,259.67
32,1,19,6,10,10,3,12,231,13,0,19.25
21,1,12,8,1,9,3,3,756,4,0,252
44,1,28,6,8,4,1,3,519,11,0,173
50,0,13,24,9,2,2,3,132,29,0,44
41,0,27,21,3,22,1,3,608,25,0,202.67
28,1,49,15,6,16,3,12,796,1,1,66.33
41,0,16,4,5,7,1,1,873,24,0,873
42,1,53,2,9,3,3,3,218,9,0,72.67
53,1,47,26,3,14,3,1,126,10,0,126
37,1,39,4,2,20,2,1,311,23,0,311
49,0,39,2,3,1,3,12,997,20,0,83.08
63,0,37,27,5,30,3,1,882,2,1,882
37,0,51,14,3,19,2,3,720,30,0,240
20,0,18,28,5,4,1,12,589,17,0,49.08
39,1,46,28,0,25,3,12,581,25,0,48.42
43,0,17,15,5,24,2,3,853,25,0,284.33
20,1,27,26,3,6,1,3,969,7,0,323
33,1,46,3,8,4,3,1,681,7,0,681
33,1,52,24,2,17,1,1,996,27,0,996
65,0,6,29,0,19,3,12,267,21,0,22.25
34,1,49,5,9,0,2,3,884,7,0,294.67
44,1,27,9,7,27,1,3,462,22,1,154
45,1,25,16,5,12,2,12,702,3,0,58.5
20,1,14,19,7,0,1,1,309,26,0,309
30,0,33,10,6,15,1,3,519,15,0,173
31,0,6,6,5,29,3,12,187,18,1,15.58
28,1,3,21,0,6,3,1,769,30,0,769
31,0,58,26,3,9,1,1,248,8,0,248
44,0,47,6,1,2,2,1,483,7,0,483
41,0,4,21,7,7,1,1,948,17,0,948
42,1,60,2,3,24,1,1,293,8,0,293
44,0,29,10,9,28,1,1,827,23,1,827
39,1,25,9,3,12,1,12,640,17,0,53.33
53,0,34,11,4,9,1,12,804,21,0,67
63,0,16,19,7,20,2,1,496,6,0,496
42,0,8,29,1,4,2,1,374,5,0,374
30,0,51,29,7,26,3,3,867,11,1,289
30,1,34,16,6,12,2,3,769,17,0,256.33
34,0,56,11,8,0,2,3,873,30,0,291
41,0,42,28,7,19,1,3,109,24,1,36.33
25,1,4,13,8,24,1,12,106,19,0,8.83
31,0,14,10,9,15,3,12,824,16,0,68.67
50,0,11,22,3,14,3,3,610,5,0,203.33
19,1,21,5,6,16,2,3,369,22,0,123
29,1,27,2,7,7,1,12,731,30,0,60.92
22,0,30,10,4,15,2,1,924,6,0,924
33,0,38,5,5,29,1,1,211,18,1,211
47,1,12,24,4,26,2,3,184,15,0,61.33
53,0,22,10,0,9,3,3,328,14,0,109.33
32,1,60,21,9,1,1,12,339,27,0,28.25
25,0,45,28,10,9,2,3,350,29,0,116.67
36,1,38,26,3,28,1,12,285,7,0,23.75
56,0,41,7,4,30,3,3,473,19,1,157.67
18,0,52,23,6,9,2,1,946,20,0,946
51,0,46,13,1,23,2,3,937,22,0,312.33
44,0,29,4,10,11,3,12,554,13,0,46.17
65,0,48,15,0,22,1,3,727,18,0,242.33
25,0,38,20,10,18,1,3,467,27,1,155.67
62,1,8,8,3,28,2,1,533,17,0,533
64,0,6,6,1,0,1,12,853,19,0,71.08
53,0,53,7,8,14,1,1,140,20,0,140
48,0,22,5,7,5,3,12,573,10,0,47.75
43,0,41,17,9,0,2,3,369,24,0,123
58,0,46,25,0,25,2,3,866,22,0,288.67
28,0,21,24,3,3,2,3,349,13,0,116.33
45,0,14,26,2,12,3,1,649,1,0,649
28,0,9,4,7,20,3,3,981,8,0,327
49,0,29,18,7,15,1,3,648,12,0,216
30,1,39,27,4,23,3,12,292,22,0,24.33
23,0,23,30,5,8,3,3,383,16,0,127.67
56,1,8,8,0,13,2,12,302,7,0,25.17
41,1,48,24,2,25,1,12,760,14,0,63.33
52,1,58,24,10,9,1,1,908,27,0,908
62,1,55,7,7,7,1,3,335,8,0,111.67
25,0,16,24,4,27,2,1,788,10,1,788
38,0,53,18,1,11,1,3,337,16,0,112.33
33,1,29,28,6,7,3,1,564,18,0,564
34,1,9,22,10,14,3,3,274,29,0,91.33
26,1,6,14,3,21,1,1,912,16,0,912
23,1,53,3,1,24,3,12,605,18,0,50.42
38,0,10,20,3,21,2,12,507,8,0,42.25
30,1,53,24,1,23,3,3,300,22,0,100
34,0,51,17,5,25,3,3,751,5,1,250.33
48,1,3,14,7,11,1,12,857,19,0,71.42
46,0,58,5,10,9,3,1,935,29,0,935
40,0,51,23,8,2,2,12,724,14,0,60.33
48,1,17,7,1,30,1,12,606,21,0,50.5
48,1,13,8,0,25,1,12,791,4,0,65.92
51,1,25,7,4,14,1,12,592,27,0,49.33
21,0,23,3,5,19,3,3,980,11,0,326.67
53,0,30,9,8,11,2,3,299,30,0,99.67
46,1,26,6,1,29,2,12,714,30,0,59.5
46,0,58,8,9,21,1,1,675,7,1,675
26,0,43,25,3,6,1,1,298,1,0,298
22,1,24,14,6,24,2,12,150,3,1,12.5
63,1,12,15,9,20,1,12,292,23,0,24.33
53,0,24,15,8,17,1,12,428,17,1,35.67
49,1,25,5,7,2,3,1,712,24,0,712
22,1,23,6,9,26,3,12,224,14,0,18.67
36,1,48,19,1,23,2,3,401,17,0,133.67
33,1,26,13,6,24,3,3,415,14,1,138.33
56,1,37,26,9,21,2,12,494,25,1,41.17
22,1,4,1,5,19,3,1,261,10,0,261
42,0,50,16,3,17,1,3,988,12,0,329.33
41,1,48,30,1,12,2,12,261,2,0,21.75
34,1,60,24,0,11,1,3,536,10,0,178.67
34,1,44,27,1,17,1,12,586,7,0,48.83
45,0,58,5,8,24,3,12,660,16,1,55
46,1,45,7,2,3,2,12,927,8,0,77.25
42,0,51,30,2,22,2,3,537,14,0,179
29,1,33,2,4,23,2,1,337,7,0,337
48,0,15,26,1,15,1,12,622,13,0,51.83
24,1,42,14,6,22,2,3,820,13,1,273.33
58,0,40,25,8,13,3,1,721,7,0,721
44,1,31,12,5,24,2,1,578,4,1,578
62,0,40,11,3,30,1,12,994,20,0,82.83
38,0,60,12,1,23,1,3,358,16,1,119.33
54,1,54,2,7,0,1,12,231,29,1,19.25
50,1,26,29,3,29,2,3,625,13,0,208.33
55,0,56,22,5,24,3,3,183,29,1,61
36,1,12,19,0,0,1,1,793,23,0,793
48,1,18,24,4,4,2,3,731,2,0,243.67
32,0,33,29,2,19,1,3,850,2,0,283.33
46,1,3,12,7,24,1,1,961,12,0,961
20,1,18,22,3,4,3,1,971,30,0,971
44,0,9,8,10,1,1,12,668,21,0,55.67
39,0,2,2,8,5,2,3,963,17,0,321
22,0,17,25,0,7,1,3,973,25,0,324.33
42,1,16,25,5,18,3,1,420,28,0,420
55,1,1,4,7,1,2,1,919,5,1,919
56,1,6,9,0,7,1,3,651,16,0,217
65,0,46,10,6,15,2,1,361,27,0,361
24,1,37,2,9,9,1,3,284,28,0,94.67
48,0,51,9,7,25,2,3,999,2,1,333
30,1,46,5,1,27,3,12,571,10,0,47.58
60,0,41,23,10,12,2,1,219,25,0,219
52,1,4,17,10,13,3,3,903,4,0,301
65,0,32,29,8,18,3,12,679,4,1,56.58
55,0,52,14,2,10,2,1,687,11,0,687
21,0,23,4,7,5,2,3,429,3,0,143
60,0,24,13,3,10,1,3,942,20,0,314
59,0,1,3,9,22,1,3,376,22,1,125.33
23,0,21,14,4,10,3,1,909,15,0,909
54,0,43,12,2,22,3,3,216,2,1,72
35,0,10,5,2,5,3,3,119,22,0,39.67
42,0,56,26,7,6,2,1,509,18,0,509
48,1,42,20,6,29,1,3,636,26,1,212
23,1,17,16,4,18,1,1,436,7,0,436
40,1,34,3,4,7,1,12,741,20,0,61.75
25,0,30,20,7,9,2,1,405,22,0,405
61,1,32,2,2,0,3,12,795,11,0,66.25
39,0,24,9,5,20,3,3,111,24,1,37
63,0,8,5,7,10,3,1,772,16,1,772
25,0,17,6,8,21,1,12,839,27,0,69.92
49,0,27,13,4,7,1,3,251,29,0,83.67
39,1,23,4,4,0,3,1,562,8,0,562
25,0,1,19,8,12,3,12,921,26,0,76.75
62,0,60,1,1,13,1,12,222,11,1,18.5
57,0,9,26,9,10,3,12,416,24,0,34.67
44,0,54,7,0,13,1,3,597,9,0,199
47,1,13,7,1,2,3,1,857,7,0,857
28,0,44,4,6,8,2,3,928,27,0,309.33
23,0,34,29,0,26,3,1,805,12,1,805
62,0,31,19,2,10,3,3,122,24,0,40.67
25,1,6,5,10,29,3,1,823,6,0,823
52,1,13,2,6,13,2,3,374,15,1,124.67
37,1,59,10,0,22,2,1,126,17,0,126
47,1,36,4,3,27,1,3,547,4,0,182.33
64,1,15,10,4,1,2,1,468,21,0,468
46,0,28,1,6,13,1,12,761,13,0,63.42
60,0,8,20,3,11,1,3,400,12,0,133.33
26,0,13,27,6,25,3,3,735,20,0,245
52,0,23,1,6,9,2,12,538,10,1,44.83
52,0,20,23,2,21,2,12,629,23,0,52.42
36,0,51,27,2,4,2,1,718,14,0,718
24,1,33,21,6,7,2,12,430,17,0,35.83
50,0,19,20,0,17,3,3,391,2,0,130.33
61,1,44,1,1,11,3,12,619,19,0,51.58
48,0,56,15,7,14,3,12,509,9,0,42.42
21,1,51,26,4,3,3,3,376,8,0,125.33
26,1,30,30,9,22,1,1,971,5,1,971
31,0,7,23,9,26,1,1,970,11,1,970
61,0,51,23,1,7,3,3,212,28,0,70.67
54,0,17,9,6,0,2,3,182,14,0,60.67
25,0,56,30,0,17,1,12,392,7,0,32.67
33,0,47,9,2,26,2,3,454,6,1,151.33
60,0,18,4,3,18,2,3,251,22,0,83.67
33,0,26,20,2,10,2,12,270,5,0,22.5
61,0,36,21,10,24,2,1,925,3,1,925
40,0,16,6,4,5,2,1,823,1,0,823
62,1,33,15,3,10,3,12,622,26,0,51.83
43,0,54,23,6,19,1,3,764,7,1,254.67
21,1,14,7,10,11,2,3,980,24,0,326.67
34,0,15,26,6,25,3,12,284,12,1,23.67
28,1,49,13,3,27,3,1,874,16,0,874
49,0,4,15,5,16,2,12,981,8,0,81.75
53,1,59,2,5,10,3,12,778,13,1,64.83
27,1,37,8,8,21,3,1,388,23,1,388
36,1,36,23,9,25,2,3,654,16,1,218
47,1,15,18,8,20,3,12,973,12,0,81.08
21,1,25,23,5,12,1,1,644,12,0,644
26,1,58,25,0,10,2,3,631,28,0,210.33
25,1,58,12,0,9,2,1,664,23,0,664
26,0,35,29,7,18,1,12,835,2,1,69.58
45,0,1,21,9,29,2,1,737,19,1,737
27,0,13,10,4,30,3,12,499,15,1,41.58
38,1,25,16,7,4,1,3,113,27,0,37.67
60,1,50,3,3,15,2,3,389,5,0,129.67
52,0,5,17,0,26,1,1,447,15,1,447
35,1,13,28,0,10,3,3,827,2,0,275.67
56,0,59,2,10,19,3,12,846,21,1,70.5
62,0,56,4,5,5,3,1,913,7,1,913
21,1,28,10,4,17,1,1,693,5,0,693
31,1,46,12,2,27,3,3,591,7,0,197
62,0,22,10,6,7,1,1,229,22,0,229
24,1,44,26,3,8,3,3,851,5,0,283.67
57,1,59,16,1,14,1,12,581,29,0,48.42
29,1,29,26,6,12,1,3,684,7,0,228
51,1,25,11,7,16,2,3,760,6,1,253.33
42,0,12,28,1,22,3,12,174,7,1,14.5
62,1,45,10,1,9,1,1,226,30,0,226
31,1,19,28,5,16,1,3,270,24,0,90
47,0,54,11,0,23,1,12,550,2,0,45.83
23,1,33,24,5,5,3,3,682,18,0,227.33
21,0,42,9,0,7,1,3,931,13,0,310.33
49,1,53,23,1,7,3,3,879,2,0,293
32,0,17,17,3,16,3,3,296,5,0,98.67
62,0,47,12,10,19,1,12,213,11,1,17.75
54,1,60,16,3,10,1,12,831,23,0,69.25
45,0,52,1,4,23,2,12,572,3,0,47.67
51,0,19,9,0,21,3,3,938,3,0,312.67
42,1,39,14,8,12,2,12,751,30,0,62.58
54,1,2,2,3,26,1,3,798,7,1,266
23,1,39,26,4,14,3,1,840,24,0,840
51,0,8,29,1,18,1,3,884,23,0,294.67
41,0,45,15,7,15,1,3,646,5,0,215.33
46,1,26,13,8,21,2,12,662,2,1,55.17
20,1,27,28,2,21,3,1,621,29,0,621
48,1,31,14,0,15,1,3,822,4,0,274
52,1,13,22,3,2,1,1,788,24,0,788
35,1,50,25,1,27,1,3,962,16,0,320.67
25,0,48,6,2,0,3,12,446,6,0,37.17
43,0,55,30,0,30,1,3,597,4,0,199
57,0,57,3,8,3,2,3,258,11,1,86
22,0,21,12,1,19,2,3,721,20,0,240.33
65,0,53,24,10,2,1,12,939,24,0,78.25
23,0,28,1,8,29,1,12,297,30,1,24.75
29,0,19,27,9,27,1,1,435,22,1,435
48,1,24,3,4,30,1,12,955,24,0,79.58
45,1,7,17,4,3,1,12,138,19,0,11.5
26,1,2,2,1,1,3,3,823,3,0,274.33
29,1,26,4,6,21,1,3,528,8,1,176
56,1,10,7,2,6,3,12,204,24,0,17
55,1,27,21,9,10,2,12,888,22,0,74
61,1,4,8,0,15,1,1,186,14,0,186
57,0,24,23,4,25,2,1,509,2,1,509
47,1,18,7,5,5,3,12,293,6,0,24.42
22,1,46,9,8,27,3,1,228,21,1,228
56,0,35,14,0,12,2,3,373,12,0,124.33
48,1,33,29,8,11,3,12,124,18,0,10.33
46,1,55,28,2,13,2,1,154,30,0,154
54,1,2,25,2,0,3,12,326,23,0,27.17
42,1,50,14,4,0,1,12,542,18,0,45.17
33,0,57,28,1,17,3,3,777,8,0,259
31,0,17,11,8,16,3,3,790,21,0,263.33
34,1,35,8,8,7,2,1,806,6,0,806
65,1,40,29,5,21,2,3,476,13,1,158.67
35,0,54,16,9,10,2,12,814,29,0,67.83
62,1,4,18,2,10,3,12,540,27,0,45
59,1,54,10,0,25,1,3,461,30,0,153.67
25,1,59,11,6,23,1,3,418,4,1,139.33
60,1,30,12,3,29,3,1,726,25,0,726
63,0,60,21,3,25,2,12,503,2,0,41.92
61,0,23,7,3,26,1,1,914,2,1,914
64,1,17,27,6,1,1,12,410,20,0,34.17
52,1,11,7,8,22,2,3,607,19,0,202.33
35,0,17,8,5,20,1,1,433,29,0,433
65,1,17,20,4,8,3,12,906,20,0,75.5
30,1,38,13,6,22,3,12,650,13,1,54.17
32,0,45,3,7,19,3,12,551,22,1,45.92
57,1,30,19,1,5,3,12,934,4,0,77.83
42,1,17,30,10,1,1,3,846,12,0,282
62,0,44,20,9,24,1,3,863,1,1,287.67
18,1,43,27,2,6,1,1,543,6,0,543
23,1,36,4,4,8,1,1,487,27,0,487
30,0,21,12,8,23,2,1,408,10,1,408
49,0,13,14,6,13,3,1,305,7,0,305
55,0,44,9,9,30,2,3,751,22,1,250.33
52,1,19,29,10,30,3,1,959,10,0,959
19,1,18,14,7,4,1,12,742,6,0,61.83
64,1,40,25,8,1,2,12,370,20,0,30.83
60,0,33,18,0,22,1,3,497,5,1,165.67
51,1,14,22,0,25,2,12,233,3,0,19.42
63,1,39,29,8,6,3,12,838,5,0,69.83
65,0,8,8,3,28,1,3,964,12,0,321.33
30,0,37,24,4,25,2,3,566,19,0,188.67
26,1,43,12,0,30,1,1,970,26,0,970
27,1,42,2,6,26,3,3,373,23,1,124.33
29,0,55,1,10,21,1,1,189,28,1,189
29,0,20,29,3,27,3,12,802,12,0,66.83
47,0,60,4,2,18,1,1,428,28,0,428
42,1,37,11,3,19,3,12,298,16,0,24.83
60,0,10,1,9,1,2,12,931,13,1,77.58
54,0,47,23,4,16,1,12,842,30,0,70.17
38,1,44,4,8,19,2,12,461,19,1,38.42
48,1,16,16,8,22,3,12,966,8,0,80.5
51,0,34,5,6,5,2,12,738,8,1,61.5
46,1,23,29,4,7,1,12,115,11,0,9.58
62,1,51,26,0,27,3,12,268,25,0,22.33
18,0,9,21,8,26,3,3,915,11,0,305
35,0,17,29,4,4,1,12,155,30,0,12.92
36,0,52,26,0,8,1,1,835,1,0,835
56,0,29,6,8,6,3,12,455,22,0,37.92
43,0,36,10,7,8,2,3,534,1,0,178
41,1,9,13,5,22,1,1,767,8,0,767
35,1,33,9,0,11,1,3,515,5,0,171.67
44,1,60,23,9,24,2,12,908,2,1,75.67
39,1,43,9,9,9,2,12,479,1,0,39.92
23,1,40,18,6,7,2,12,546,13,0,45.5
45,0,56,24,7,9,3,1,675,22,0,675
32,1,39,26,8,20,3,1,344,3,1,344
29,1,37,26,3,26,1,12,159,28,0,13.25
51,0,33,5,6,5,2,3,850,6,1,283.33
56,1,34,6,2,26,1,12,271,28,0,22.58
36,1,17,24,9,27,3,3,732,12,0,244
51,1,28,2,1,4,3,12,674,2,0,56.17
48,1,34,10,2,1,1,1,522,29,0,522
63,1,28,10,8,12,2,12,450,18,0,37.5
48,1,56,6,2,23,2,3,281,25,0,93.67
41,1,32,12,3,15,2,1,856,29,0,856
34,0,56,5,0,14,2,1,771,23,0,771
27,0,26,5,3,15,2,3,737,15,0,245.67
28,0,28,18,4,2,2,1,351,29,0,351
47,0,31,26,9,28,3,12,465,8,1,38.75
49,1,32,11,8,30,3,1,492,19,1,492
65,1,60,25,2,26,3,12,740,10,0,61.67
54,0,24,19,8,22,3,1,139,23,1,139
61,0,17,17,8,16,3,3,531,22,0,177
44,0,3,20,6,13,1,1,163,3,0,163
56,0,42,24,0,21,1,1,675,3,1,675
59,1,39,22,9,8,3,1,558,5,0,558
44,1,7,15,9,18,1,3,277,30,0,92.33
38,0,36,11,4,21,2,1,714,8,1,714
25,0,51,5,0,6,2,12,131,3,0,10.92
21,1,26,10,7,28,3,12,856,20,1,71.33
54,0,1,1,8,14,1,1,422,5,1,422
23,0,26,28,1,1,2,3,921,10,0,307
65,1,12,9,4,25,3,1,779,12,0,779
49,1,59,24,5,2,1,1,647,16,0,647
64,0,22,1,6,25,2,12,326,7,1,27.17
49,1,10,5,6,1,2,1,851,18,0,851
25,1,52,5,10,10,2,3,779,30,0,259.67
45,1,23,5,2,23,1,12,509,30,0,42.42
31,1,11,4,5,23,1,1,568,28,0,568
28,1,15,12,3,15,3,3,189,13,0,63
55,0,48,28,9,15,2,12,196,28,0,16.33
40,1,2,4,3,17,2,3,799,30,0,266.33
19,0,26,17,1,10,1,12,648,27,0,54
35,1,49,9,1,5,1,12,623,13,0,51.92
20,0,29,18,10,0,1,1,267,3,0,267
42,0,49,4,4,18,3,12,648,16,0,54
39,1,13,23,10,0,2,3,197,5,0,65.67
27,0,29,21,6,12,1,3,812,22,0,270.67
22,0,23,22,7,17,1,12,232,23,0,19.33
59,0,50,20,9,24,3,1,377,20,1,377
45,0,37,1,10,30,1,3,997,20,1,332.33
27,0,58,4,3,29,1,1,168,26,1,168
64,1,10,28,0,17,3,12,261,7,0,21.75
28,1,45,16,0,1,2,1,813,25,0,813
33,1,51,26,0,19,2,3,804,25,0,268
36,0,41,6,4,22,2,12,179,5,1,14.92
22,0,3,9,10,7,1,3,805,19,0,268.33
53,1,29,11,2,1,3,3,354,15,0,118
48,0,25,8,9,12,2,3,451,16,0,150.33
50,0,32,19,5,16,1,3,147,4,1,49
44,0,34,29,7,16,2,12,328,30,1,27.33
31,0,23,29,4,28,3,3,676,14,0,225.33
41,1,55,5,8,19,2,12,861,4,1,71.75
36,0,59,9,1,16,2,3,889,5,0,296.33
47,0,2,21,3,13,2,12,412,7,0,34.33
45,0,34,22,7,24,2,3,930,25,1,310
50,1,51,26,7,8,1,1,674,7,0,674
23,1,30,5,5,24,1,1,863,15,1,863
43,1,25,30,2,28,2,12,735,27,0,61.25
49,1,44,2,0,28,3,3,113,14,0,37.67
19,0,11,3,7,27,1,1,716,24,1,716
28,1,44,4,10,0,3,3,948,21,0,316
20,0,54,23,7,11,3,1,492,19,0,492
27,0,34,18,6,30,3,1,797,28,1,797
26,0,52,12,9,10,3,1,431,10,0,431
29,0,50,7,10,16,1,12,362,20,1,30.17
34,0,43,10,1,10,1,1,225,5,0,225
62,1,27,13,8,17,3,3,313,13,1,104.33
65,0,19,25,1,17,1,3,479,18,0,159.67
54,1,53,10,7,25,3,1,405,17,1,405
38,1,3,1,10,14,3,3,405,29,0,135
36,0,53,9,8,25,3,1,900,8,1,900
31,0,24,7,1,16,3,1,939,13,0,939
65,0,50,29,5,13,1,12,768,24,0,64
59,1,19,24,8,24,2,3,764,13,0,254.67
42,1,4,5,2,18,3,1,187,17,0,187
64,1,31,15,8,16,2,1,691,19,1,691
40,1,60,9,2,1,3,3,580,25,0,193.33
29,0,27,16,9,25,2,12,419,11,1,34.92
59,0,1,5,0,5,2,1,149,26,0,149
47,0,33,23,6,7,2,3,186,20,0,62
47,0,54,17,3,22,2,1,162,14,1,162
59,1,42,8,7,0,3,1,405,6,0,405
29,0,39,24,4,13,1,12,244,8,0,20.33
25,1,51,30,1,1,2,3,658,9,0,219.33
30,0,20,22,2,3,1,3,422,5,0,140.67
28,1,7,28,6,24,2,3,477,18,0,159
60,0,21,6,3,6,1,3,783,18,0,261
35,1,52,9,6,26,1,3,936,18,1,312
41,0,7,10,9,17,1,1,409,13,0,409
35,1,32,20,3,25,3,12,846,15,0,70.5
25,1,32,20,10,16,2,1,872,15,1,872
31,0,56,8,4,15,1,12,981,11,0,81.75
41,0,49,12,4,17,3,3,225,5,0,75
64,1,29,18,10,2,2,1,375,18,0,375
49,1,11,22,8,4,3,12,968,5,0,80.67
22,0,7,30,6,24,2,12,106,15,1,8.83
27,0,52,20,2,0,3,3,152,9,0,50.67
30,1,60,9,8,6,2,1,401,7,0,401
35,0,34,5,6,6,2,1,819,13,0,819
43,0,5,2,7,9,2,12,579,5,1,48.25
22,0,11,10,2,25,1,3,471,8,1,157
36,0,37,15,7,18,3,12,144,22,1,12
47,0,39,21,9,18,3,3,796,29,1,265.33
24,1,54,2,8,11,1,3,729,22,0,243
37,1,31,13,3,1,2,1,972,23,0,972
47,1,54,13,4,3,2,3,814,29,0,271.33
